target_id	length	eff_length	est_counts	tpm
col11a2	1086	929.97	144	18.2362
runx2(2of2)	837	681.21	3	0.518658
gtf2ird2(3of3)	574	420.64	7	1.95987
mt_nd4	1381	1224.97	8163.89	784.896
mt_co1	1545	1388.97	26439.5	2241.82
hoxb9(2of2)	827	671.21	288	50.533
mt_nd2	1036	879.97	3193.93	427.462
mt_cyb	1137	980.97	8083.32	970.453
mt_nd1	975	819.052	6875	988.557
sox11(2of2)	1139	982.97	10	1.19812
mt_co2	691	535.901	8412.83	1848.83
mt_nd5	1842	1685.97	4838.14	337.963
zmym1(14of14)	1113	956.97	5	0.615336
sphk1(2of3)	500	349.182	0	0
smdt1(2of2)	762	606.338	730	141.791
smc6(2of2)	699	543.847	4	0.866211
sebox(2of2)	714	558.627	1	0.210823
rpl38	332	195.849	5340	3211.16
ppp1r3a(4of4)	255	134.092	500	439.143
poln	753	597.338	22	4.33753
pla2r1(3of3)	765	609.338	2	0.386556
pde4d(3of3)	1495	1338.97	14	1.2314
pcsk7(2of2)	317	183.206	0	0
nlrc3(24of24)	662	507.059	2	0.464528
necab1(4of4)	232	116.437	9	9.1032
mt_nd6	519	367.428	1040	333.351
mt_nd4l	297	167.187	623	438.859
mt_nd3	349	210.856	315	175.94
mt_co3	784	628.338	9083	1702.46
mt_atp8	168	72.1663	262	427.57
mt_atp6	683	527.954	3556	793.243
mfap4(4of4)	611	456.63	0	0
klhl38(2of2)	1450	1293.97	13	1.1832
ins	573	419.64	6	1.68389
hoxa2b	627	472.352	27	6.73191
gtf2ird2(2of3)	890	734.21	36	5.77461
fzd3(4of4)	369	228.43	21	10.827
fgfbp1(3of3)	1392	1235.97	9	0.857581
fgf11(2of2)	483	332.975	0	0
elovl4(6of6)	471	321.67	0	0
deptor(3of3)	384	241.583	3	1.4625
cdkn1c(2of2)	213	102.666	5	5.73565
adh5(4of4)	1537	1380.97	6	0.511691
a2ml1(4of4)	1662	1505.97	3	0.234609
glipr2(2of2)	687	531.901	29	6.42107
pax6(4of4)	1522	1365.97	3.04016	0.262117
fgf22	3384	3227.97	0	0
cdk14(3of3)	461	312.122	3	1.13198
ccni2	2524	2367.97	873.686	43.453
polq	5318	5161.97	60	1.36891
fgf12(2of2)	4868	4711.97	172.359	4.30796
vps52	3162	3005.97	248	9.71645
rps29	345	207.388	2010	1141.44
cfap46(1of2)	3396	3239.97	93	3.38051
