target_id	length	eff_length	est_counts	tpm
col11a2	1086	932.18	147	12.8406
runx2(2of2)	837	683.18	2	0.238375
gtf2ird2(3of3)	574	421.67	4	0.772421
mt_nd4	1381	1227.18	17952.4	1191.19
mt_co1	1545	1391.18	51206.8	2997.17
hoxb9(2of2)	827	673.18	478	57.818
mt_nd2	1036	882.18	5764.97	532.116
mt_cyb	1137	983.18	17818.8	1475.75
mt_nd1	975	821.18	11396	1130.01
sox11(2of2)	1139	985.18	12	0.991819
mt_co2	691	537.412	15661.6	2372.98
mt_nd5	1842	1688.18	9163.19	441.972
zmym1(14of14)	1113	959.18	2	0.169784
sphk1(2of3)	500	349.77	2	0.465602
smdt1(2of2)	762	608.246	1255	168.009
smc6(2of2)	699	545.304	8	1.19459
sebox(2of2)	714	560.304	8	1.16261
rpl38	332	195.909	10034	4170.49
ppp1r3a(4of4)	255	132.737	878	538.605
poln	753	599.246	37	5.02763
pla2r1(3of3)	765	611.246	2	0.266429
pde4d(3of3)	1495	1341.18	11	0.66784
pcsk7(2of2)	317	183.235	1	0.444385
nlrc3(24of24)	662	508.568	1	0.16011
necab1(4of4)	232	115.057	19	13.4464
mt_nd6	519	368.085	1907	421.861
mt_nd4l	297	166.329	1823	892.451
mt_nd3	349	210.566	634	245.17
mt_co3	784	630.246	17976	2322.47
mt_atp8	168	71.825	520	589.515
mt_atp6	683	529.466	6181	950.578
mfap4(4of4)	611	458.137	0	0
klhl38(2of2)	1450	1296.18	21	1.31923
ins	573	420.67	4	0.774257
hoxa2b	627	473.764	34	5.84365
gtf2ird2(2of3)	890	736.18	34	3.76064
fzd3(4of4)	369	227.879	8	2.8586
fgfbp1(3of3)	1392	1238.18	18	1.18374
fgf11(2of2)	483	333.632	0	0
elovl4(6of6)	471	322.161	0	0
deptor(3of3)	384	241.231	2	0.675092
cdkn1c(2of2)	213	101.485	1	0.802356
adh5(4of4)	1537	1383.18	3	0.176608
a2ml1(4of4)	1662	1508.18	3	0.16197
glipr2(2of2)	687	533.466	56	8.54768
pax6(4of4)	1522	1368.18	5	0.297573
fgf22	3384	3230.18	0	0
cdk14(3of3)	461	312.837	4	1.04114
ccni2	2524	2370.18	1347.38	46.2886
polq	5318	5164.18	86	1.35601
fgf12(2of2)	4868	4714.18	211.35	3.65059
vps52	3162	3008.18	381	10.3131
rps29	345	207.051	2884	1134.19
cfap46(1of2)	3396	3242.18	54	1.3562
sash1(2of2)	7689	7535.18	516.247	5.57867
pla2g1b(3of3)	2329	2175.18	2	0.0748689
krt222	2245	2091.18	12	0.467258
pdp1(3of3)	2695	2541.18	4	0.128171
mtus2(2of2)	2679	2525.18	11	0.354705
mtf2(2of2)	2345	2191.18	764.501	28.4097
lin37	1710	1556.18	1492	78.0685
cfap46(2of2)	2985	2831.18	15	0.43141
phf14	3730	3576.18	761	17.3273
chd3(2of2)	8348	8194.18	61	0.606165
slc7a3	4392	4238.18	126	2.42079
nkx1_2	988	834.18	2	0.195226
ghsr(4of4)	2292	2138.18	11.0028	0.419013
cdhr5(3of3)	3497	3343.18	62.372	1.51914
kdm2a(3of3)	3877	3723.18	136.059	2.97564
fgf20(2of2)	1818	1664.18	10	0.48929
fgf4	924	770.18	5	0.528621
cdh23(2of3)	6397	6243.18	22	0.286935
cdh23(3of3)	5108	4954.18	8	0.131488
ppp2r2b	3395	3241.18	305	7.66238
kdm6b(2of2)	8093	7939.18	794	8.14351
sphk1(3of3)	4203	4049.18	106.432	2.14028
sirt1	2233	2079.18	51	1.99731
fgf3	1999	1845.18	10	0.441294
rps11	604	451.228	11115	2005.77
myo19	3063	2909.18	11	0.307885
fgf17	720	566.304	68	9.77746
rpl13	948	794.18	17501	1794.36
lect1(2of2)	1771	1617.18	3	0.151053
rnaseh2a(1of2)	879	725.18	145	16.2813
rnaseh2a(2of2)	1087	933.18	266.734	23.2745
rpl32	525	373.936	21961	4782.14
creb1(5of5)	1396	1242.18	29	1.90099
prkab1(2of2)	1730	1576.18	2932	151.469
slc1a2(3of3)	3930	3776.18	7	0.150943
gabrb3(3of3)	1853	1699.18	6	0.287527
c12orf65	699	545.304	314	46.8876
setd1b(3of3)	7551	7397.18	197.982	2.17935
prdm2(2of2)	6595	6441.18	415.169	5.24839
hoxa7	996	842.18	734.74	71.0388
trpc7(1of2)	3233	3079.18	17	0.449553
xcr1(2of4)	1090	936.18	5	0.434888
cep112	3057	2903.18	71	1.99137
idh2(2of2)	1777	1623.18	593	29.7478
grb7	2726	2572.18	145	4.59022
ttc30a1	1814	1660.18	66	3.2371
ppp1r13b(1of2)	4651	4497.18	285	5.16026
bcl9l(1of2)	5353	5199.18	60.0512	0.940488
hipk2(5of6)	4244	4090.18	21	0.418065
bloc1s4	1673	1519.18	449	24.066
bphl	1251	1097.18	269	19.9637
fam184a(1of2)	4461	4307.18	50.5353	0.955364
zfp330	1254	1100.18	422	31.2331
gfra1(5of7)	2172	2018.18	10	0.403466
st6galnac6	2249	2095.18	749.359	29.1229
chrnb1(2of2)	2987	2833.18	236	6.78273
cldn19(2of4)	1795	1641.18	4	0.198459
pnp(3of5)	1943	1789.18	24	1.09225
cops4	1687	1533.18	4541	241.171
LOC107372748	1209	1055.18	1627	125.553
gale	1368	1214.18	100	6.70631
lcp2(1of2)	1717	1563.18	61	3.17751
acaa2	1760	1606.18	204	10.342
exosc9	1497	1343.18	627	38.0102
wdr73	2271	2117.18	186	7.15355
chrna4	2777	2623.18	97.5546	3.02821
prpf39(1of2)	3001	2847.18	1780	50.9063
zcchc8	2425	2271.18	585	20.9735
anapc15	1978	1824.18	120	5.35649
csf1r(2of2)	4048	3894.18	19	0.397287
capsl	951	797.18	44	4.49431
rpusd4	1375	1221.18	984	65.6118
hist1h1b(1of6)	1338	1184.18	17.1972	1.18251
tmem100(1of2)	1399	1245.18	119	7.78183
trerf1(1of2)	1993	1839.18	2	0.0885467
msh6	5452	5298.18	299.02	4.59557
znf235(31of148)	2101	1947.18	197.315	8.25126
fam83h(1of2)	7544	7390.18	253	2.78761
pcdh1(2of2)	4943	4789.18	10.0957	0.171649
lsamp	1957	1803.18	82.7882	3.73849
huwe1	14690	14536.2	3227	18.0765
tapbp	1820	1666.18	2	0.0977406
ccdc90b	1162	1008.18	573	46.2789
txn2	931	777.18	3470	363.559
LOC107396618	1471	1317.18	1	0.0618189
zscan22(1of6)	1284	1130.18	388.152	27.9654
tmem229a	3057	2903.18	24.4149	0.684774
