target_id	length	eff_length	est_counts	tpm
col11a2	1086	941.381	165	13.7402
runx2(2of2)	837	692.381	2	0.226444
gtf2ird2(3of3)	574	430.312	7	1.27523
mt_nd4	1381	1236.38	17793.2	1128.18
mt_co1	1545	1400.38	55252.7	3093.02
hoxb9(2of2)	827	682.381	404	46.4119
mt_nd2	1036	891.381	8016.97	705.054
mt_cyb	1137	992.381	19526.8	1542.51
mt_nd1	975	830.381	15109	1426.37
sox11(2of2)	1139	994.381	8	0.630685
mt_co2	691	546.672	25325.4	3631.66
mt_nd5	1842	1697.38	9557.34	441.401
zmym1(14of14)	1113	968.381	3	0.242857
sphk1(2of3)	500	357.806	6	1.31455
smdt1(2of2)	762	617.381	1613	204.812
smc6(2of2)	699	554.672	3	0.423995
sebox(2of2)	714	569.616	1	0.137624
rpl38	332	199.891	12485	4896.33
ppp1r3a(4of4)	255	134.856	933	542.358
poln	753	608.381	22	2.8348
pla2r1(3of3)	765	620.381	3	0.379086
pde4d(3of3)	1495	1350.38	18	1.04494
pcsk7(2of2)	317	186.691	1	0.419906
nlrc3(24of24)	662	517.672	3	0.4543
necab1(4of4)	232	117.082	8	5.35645
mt_nd6	519	376.476	3309	689.025
mt_nd4l	297	169.404	879	406.763
mt_nd3	349	214.765	808	294.933
mt_co3	784	639.381	25650	3144.87
mt_atp8	168	72.4475	667	721.735
mt_atp6	683	538.672	9290	1351.97
mfap4(4of4)	611	466.867	0	0
klhl38(2of2)	1450	1305.38	5	0.300267
ins	573	429.356	9	1.64324
hoxa2b	627	482.82	38	6.16984
gtf2ird2(2of3)	890	745.381	35	3.68099
fzd3(4of4)	369	233.433	5	1.67912
fgfbp1(3of3)	1392	1247.38	23	1.44545
fgf11(2of2)	483	341.438	0	0
elovl4(6of6)	471	329.844	0	0
deptor(3of3)	384	247.369	0	0
cdkn1c(2of2)	213	103.113	4	3.04103
adh5(4of4)	1537	1392.38	7	0.394108
a2ml1(4of4)	1662	1517.38	10	0.516631
glipr2(2of2)	687	542.672	70	10.112
pax6(4of4)	1522	1377.38	7	0.3984
fgf22	3384	3239.38	1	0.0241999
cdk14(3of3)	461	320.072	0	0
ccni2	2524	2379.38	3446.97	113.566
polq	5318	5173.38	63	0.954644
fgf12(2of2)	4868	4723.38	198.439	3.29343
vps52	3162	3017.38	247	6.41715
rps29	345	211.205	4326	1605.68
cfap46(1of2)	3396	3251.38	45	1.08498
sash1(2of2)	7689	7544.38	541.744	5.62918
pla2g1b(3of3)	2329	2184.38	9	0.32299
krt222	2245	2100.38	8	0.298584
pdp1(3of3)	2695	2550.38	3	0.0922129
mtus2(2of2)	2679	2534.38	9	0.278385
mtf2(2of2)	2345	2200.38	804.42	28.6589
lin37	1710	1565.38	1017	50.9303
cfap46(2of2)	2985	2840.38	17	0.469189
phf14	3730	3585.38	1674	36.6012
chd3(2of2)	8348	8203.38	62	0.592481
slc7a3	4392	4247.38	146	2.69468
nkx1_2	988	843.381	1	0.0929504
ghsr(4of4)	2292	2147.38	7.13564	0.260495
cdhr5(3of3)	3497	3352.38	63.4152	1.48291
kdm2a(3of3)	3877	3732.38	90.7035	1.90508
fgf20(2of2)	1818	1673.38	14	0.655856
fgf4	924	779.381	0	0
cdh23(2of3)	6397	6252.38	17	0.213147
cdh23(3of3)	5108	4963.38	15	0.236913
ppp2r2b	3395	3250.38	229	5.52302
kdm6b(2of2)	8093	7948.38	1162	11.4605
sphk1(3of3)	4203	4058.38	117.823	2.27589
sirt1	2233	2088.38	11	0.412913
fgf3	1999	1854.38	13	0.549566
rps11	604	459.867	14179	2417.07
myo19	3063	2918.38	13	0.349202
fgf17	720	575.559	55	7.49115
rpl13	948	803.381	23208	2264.6
lect1(2of2)	1771	1626.38	2	0.0964013
rnaseh2a(1of2)	879	734.381	125	13.3433
rnaseh2a(2of2)	1087	942.381	227.712	18.9424
rpl32	525	382.248	24352	4994.19
creb1(5of5)	1396	1251.38	12	0.751739
prkab1(2of2)	1730	1585.38	1657	81.934
slc1a2(3of3)	3930	3785.38	21	0.434896
gabrb3(3of3)	1853	1708.38	3	0.137661
c12orf65	699	554.672	433	61.1966
setd1b(3of3)	7551	7406.38	195.08	2.06482
prdm2(2of2)	6595	6450.38	517.307	6.28692
hoxa7	996	851.381	487.763	44.9117
trpc7(1of2)	3233	3088.38	12	0.304597
xcr1(2of4)	1090	945.381	3	0.248765
cep112	3057	2912.38	62	1.66886
idh2(2of2)	1777	1632.38	407	19.5456
grb7	2726	2581.38	90	2.73316
ttc30a1	1814	1669.38	49	2.301
ppp1r13b(1of2)	4651	4506.38	200	3.47918
bcl9l(1of2)	5353	5208.38	60.9977	0.918092
