target_id	length	eff_length	est_counts	tpm
col11a2	1086	924.923	171	24.2101
runx2(2of2)	837	676.074	0	0
gtf2ird2(3of3)	574	415.785	2	0.629893
mt_nd4	1381	1219.92	9252.91	993.234
mt_co1	1545	1383.92	27254.1	2578.85
hoxb9(2of2)	827	666.074	177	34.7981
mt_nd2	1036	874.923	3588.78	537.134
mt_cyb	1137	975.923	9232.65	1238.84
mt_nd1	975	814.005	8288	1333.3
sox11(2of2)	1139	977.923	4	0.535625
mt_co2	691	530.832	9269.26	2286.62
mt_nd5	1842	1680.92	5271.87	410.698
zmym1(14of14)	1113	951.923	9	1.23807
sphk1(2of3)	500	344.615	1	0.37999
smdt1(2of2)	762	601.392	533	116.058
smc6(2of2)	699	538.671	1	0.243098
sebox(2of2)	714	553.617	2	0.473071
rpl38	332	194.84	4179	2808.66
ppp1r3a(4of4)	255	133.247	338	332.174
poln	753	592.392	11	2.43158
pla2r1(3of3)	765	604.392	3	0.649992
pde4d(3of3)	1495	1333.92	5	0.490845
pcsk7(2of2)	317	182.646	1	0.716962
nlrc3(24of24)	662	502.09	0	0
necab1(4of4)	232	116.762	6	6.72907
mt_nd6	519	362.581	1404	507.069
mt_nd4l	297	166.49	650	511.248
mt_nd3	349	208.792	396	248.363
mt_co3	784	623.206	10196	2142.42
mt_atp8	168	72.2861	265	480.061
mt_atp6	683	522.832	3558	891.147
mfap4(4of4)	611	452.139	2	0.579247
klhl38(2of2)	1450	1288.92	11	1.11756
ins	573	414.826	8	2.52539
hoxa2b	627	467.816	18	5.03851
gtf2ird2(2of3)	890	729.005	59	10.5981
fzd3(4of4)	369	225.975	10	5.79489
fgfbp1(3of3)	1392	1230.92	7	0.744685
fgf11(2of2)	483	328.773	0	0
elovl4(6of6)	471	317.394	0	0
deptor(3of3)	384	238.098	4	2.19993
cdkn1c(2of2)	213	103.112	5	6.34989
adh5(4of4)	1537	1375.92	10	0.951725
a2ml1(4of4)	1662	1500.92	5	0.436232
glipr2(2of2)	687	526.832	23	5.71691
pax6(4of4)	1522	1360.92	5	0.481107
fgf22	3384	3222.92	0	0
cdk14(3of3)	461	307.934	3	1.27576
ccni2	2524	2362.92	1132.69	62.7722
polq	5318	5156.92	62	1.57437
fgf12(2of2)	4868	4706.92	176.88	4.92092
vps52	3162	3000.92	205	8.9455
rps29	345	205.348	1476	941.241
cfap46(1of2)	3396	3234.92	56.4986	2.28707
sash1(2of2)	7689	7527.92	361.832	6.29416
pla2g1b(3of3)	2329	2167.92	2	0.120807
krt222	2245	2083.92	8	0.502706
pdp1(3of3)	2695	2533.92	3	0.155036
mtus2(2of2)	2679	2517.92	13	0.676093
mtf2(2of2)	2345	2183.92	410.915	24.6388
lin37	1710	1548.92	610	51.571
cfap46(2of2)	2985	2823.92	16.5014	0.765197
phf14	3730	3568.92	458	16.8048
chd3(2of2)	8348	8186.92	25	0.399875
slc7a3	4392	4230.92	93	2.87841
nkx1_2	988	826.923	0	0
ghsr(4of4)	2292	2130.92	15.0067	0.922196
cdhr5(3of3)	3497	3335.92	48.5235	1.90477
kdm2a(3of3)	3877	3715.92	59.5546	2.09872
fgf20(2of2)	1818	1656.92	9	0.711288
fgf4	924	763.005	2	0.343248
cdh23(2of3)	6397	6235.92	20	0.419986
cdh23(3of3)	5108	4946.92	12	0.317652
ppp2r2b	3395	3233.92	190	7.6936
kdm6b(2of2)	8093	7931.92	636	10.4999
sphk1(3of3)	4203	4041.92	97.0021	3.14267
sirt1	2233	2071.92	17	1.07444
fgf3	1999	1837.92	6	0.427493
rps11	604	445.139	4738	1393.82
myo19	3063	2901.92	5	0.225626
fgf17	720	559.505	36	8.42566
rpl13	948	787.005	8540	1420.97
lect1(2of2)	1771	1609.92	4	0.325357
rnaseh2a(1of2)	879	718.005	73	13.3138
rnaseh2a(2of2)	1087	925.923	123.308	17.4391
rpl32	525	368.36	7674	2728.07
creb1(5of5)	1396	1234.92	22	2.33286
prkab1(2of2)	1730	1568.92	1260	105.166
slc1a2(3of3)	3930	3768.92	14	0.486425
gabrb3(3of3)	1853	1691.92	9	0.696574
c12orf65	699	538.671	146	35.4923
setd1b(3of3)	7551	7389.92	121.911	2.16028
prdm2(2of2)	6595	6433.92	418.326	8.51421
hoxa7	996	834.923	237.182	37.1998
trpc7(1of2)	3233	3071.92	8	0.341024
xcr1(2of4)	1090	928.923	4	0.563879
cep112	3057	2895.92	36	1.62787
idh2(2of2)	1777	1615.92	258	20.9076
grb7	2726	2564.92	71	3.62485
ttc30a1	1814	1652.92	31	2.45592
ppp1r13b(1of2)	4651	4489.92	156	4.54979
bcl9l(1of2)	5353	5191.92	61.8774	1.56066
hipk2(5of6)	4244	4082.92	13	0.416944
bloc1s4	1673	1511.92	229	19.834
bphl	1251	1089.92	119	14.2974
fam184a(1of2)	4461	4299.92	29.6381	0.9026
zfp330	1254	1092.92	175	20.9679
gfra1(5of7)	2172	2010.92	10	0.651193
st6galnac6	2249	2087.92	417.365	26.1762
chrnb1(2of2)	2987	2825.92	171	7.92394
cldn19(2of4)	1795	1633.92	0	0
pnp(3of5)	1943	1781.92	21	1.54325
cops4	1687	1525.92	1648	141.426
LOC107372748	1209	1047.92	617	77.1012
gale	1368	1206.92	244	26.4738
lcp2(1of2)	1717	1555.92	10	0.841623
acaa2	1760	1598.92	105	8.59938
exosc9	1497	1335.92	202	19.8005
wdr73	2271	2109.92	71	4.40653
chrna4	2777	2615.92	88.2927	4.41983
prpf39(1of2)	3001	2839.92	1132	52.197
zcchc8	2425	2263.92	234	13.535
anapc15	1978	1816.92	76	5.4775
csf1r(2of2)	4048	3886.92	19	0.640108
capsl	951	790.005	25	4.14396
rpusd4	1375	1213.92	316	34.088
hist1h1b(1of6)	1338	1176.92	16.1421	1.79604
tmem100(1of2)	1399	1237.92	51	5.39488
trerf1(1of2)	1993	1831.92	3	0.214447
msh6	5452	5290.92	152.743	3.78037
znf235(31of148)	2101	1939.92	121.382	8.1936
fam83h(1of2)	7544	7382.92	174	3.08622
pcdh1(2of2)	4943	4781.92	8.1926	0.224349
lsamp	1957	1795.92	50.6727	3.69481
huwe1	14690	14528.9	1722	15.5205
tapbp	1820	1658.92	4	0.315747
ccdc90b	1162	1000.92	186	24.3342
txn2	931	770.005	763	129.759
LOC107396618	1471	1309.92	1	0.0999677
zscan22(1of6)	1284	1122.92	168.263	19.6221
tmem229a	3057	2895.92	22.2364	1.0055
tnfaip8l3	1407	1245.92	6.52638	0.685941
trim33(2of2)	4263	4101.92	481	15.3555
tnmd	1121	959.923	17	2.31909
sgms2(1of2)	1664	1502.92	42	3.65947
c11orf31	669	509.039	103	26.4967
hspd1	2406	2244.92	165	9.62472
plaa	2629	2467.92	40	2.12243
cers5(2of2)	1769	1607.92	36	2.93186
cxorf21	3671	3509.92	42	1.56696
ier3ip1(1of2)	618	458.956	887	253.08
htr3a(4of11)	1953	1791.92	11	0.803857
rnd2(2of2)	1666	1504.92	114	9.91964
lcmt2	2407	2245.92	161	9.38721
serpini1	1617	1455.92	18	1.61897
LOC107383633	1566	1404.92	19	1.77095
csmd3(7of9)	3906	3744.92	27	0.944118
rab27b(2of2)	3663	3501.92	11.0212	0.412124
jag2(2of2)	5861	5699.92	286	6.57056
zbtb39	4003	3841.92	24	0.818028
brd7	2004	1842.92	121	8.59773
LOC107372370	2401	2239.92	991	57.9357
schip1(2of3)	1727	1565.92	12	1.0035
nqo1(2of6)	992	830.923	7.91349	1.24713
ppil3	1088	926.923	290	40.9694
prr16(1of2)	2696	2534.92	5.01831	0.259238
LOC107395317	549	391.594	0	0
LOC107382444	1404	1242.92	2	0.210713
fpgs	2926	2764.92	131	6.20431
lrriq1	4375	4213.92	76	2.36174
cetn3	1119	957.923	197	26.9303
rab1a(3of3)	1747	1585.92	297.916	24.599
c1orf112	3098	2936.92	73	3.25489
znf721(2of2)	2452	2290.92	224.021	12.8051
cdh18	3633	3471.92	10.1596	0.38319
runx1t1	5292	5130.92	74.3169	1.8967
kiaa1324l(3of3)	4699	4537.92	38	1.09656
glrx2	1214	1052.92	101	12.5612
irf8(2of2)	2087	1925.92	13	0.883914
ankrd63(2of2)	2030	1868.92	3	0.210201
arhgap44(2of2)	4675	4513.92	18.1024	0.525155
nol10	2488	2326.92	14	0.787864
gipc1(2of2)	2508	2346.92	47.8611	2.67048
nlrx1(1of2)	905	744.005	34	5.98424
scarb2(2of3)	3460	3298.92	434	17.2275
atg9a(1of2)	6178	6016.92	222.561	4.84374
pvr(2of2)	2161	1999.92	5.78539	0.378813
cadm2(1of3)	3162	3000.92	7	0.305456
mmadhc(2of2)	2764	2602.92	290	14.5896
ogdh(2of2)	4412	4250.92	189	5.82216
ehbp1l1	8981	8819.92	205.928	3.05743
zdhhc8(3of3)	3023	2861.92	2	0.0915119
tra2b(1of2)	1477	1315.92	164	16.3199
LOC107378154	1251	1089.92	0	0
myl1(1of2)	1209	1047.92	418.541	52.3015
plod1	3306	3144.92	572	23.8172
ces1	2591	2429.92	4	0.215562
wfdc3(5of7)	678	517.936	5.03166	1.27216
pnpla2(3of5)	2664	2502.92	31	1.62188
camsap1(2of2)	5158	4996.92	21	0.550329
capn3(2of2)	4739	4577.92	51.0121	1.45919
laptm4b(2of2)	2346	2184.92	64	3.83574
rbm15b	3588	3426.92	52	1.98703
LOC107382835	3617	3455.92	57	2.15981
elp5	1145	983.923	278	36.9989
ticrr	6238	6076.92	25	0.538718
tnip1(1of4)	1229	1067.92	20	2.45242
ackr4(2of2)	1470	1308.92	1	0.100044
rps18	921	760.005	10111	1742.14
tmem151b(3of3)	3160	2998.92	7	0.30566
otop1	3578	3416.92	6	0.229944
cxcl1(2of2)	1001	839.923	3	0.467721
nccrp1	1296	1134.92	1396	161.074
tmem208	1305	1143.92	71	8.12769
msantd1	1581	1419.92	35	3.22782
wdr4	1701	1539.92	829	70.4954
prokr2(1of2)	1919	1757.92	15	1.11737
moxd2	3023	2861.92	23	1.05239
gabrr2(3of3)	1896	1734.92	70.8266	5.34591
zkscan2(1of2)	1067	905.923	63	9.10657
zscan22(2of6)	2833	2671.92	936.498	45.8974
ttc16	1965	1803.92	29	2.10516
cd2ap	3134	2972.92	79	3.47976
ptprj	7223	7061.92	148	2.74438
rag2	2279	2117.92	4	0.247318
ppp2r2d	2875	2713.92	595	28.7095
snai2(3of3)	1100	938.923	18	2.51043
slc48a1(1of2)	1753	1591.92	168.268	13.8415
utp20	8888	8726.92	110	1.65058
camkk2	2992	2830.92	124	5.73587
rmdn2	5154	4992.92	156.995	4.11753
bbs7	3146	2984.92	80	3.50964
actr2(2of2)	2492	2330.92	234.077	13.1503
tk1	1244	1082.92	65	7.85998
pfkp(2of2)	3184	3022.92	33.2606	1.44082
gipc1(1of2)	1967	1805.92	27	1.95781
zbtb26	2058	1896.92	174.403	12.0395
tnk2(2of3)	5143	4981.92	32	0.841121
igfals	2232	2070.92	4	0.252931
lztr1(2of2)	1534	1372.92	170	16.2147
notch1(3of3)	3213	3051.92	48	2.05955
heatr5b	6475	6313.92	25	0.518497
fgfr3	6577	6415.92	239	4.87803
add3(2of2)	4617	4455.92	266.894	7.84345
rims1(2of2)	3313	3151.92	21.8824	0.909127
dcbld2(1of2)	3266	3104.92	129	5.44057
tecpr2(4of4)	1711	1549.92	4.1716	0.35245
myo7a(2of8)	1863	1701.92	18	1.38496
usf2(1of2)	3363	3201.92	331	13.537
pcdhb16(3of3)	3320	3158.92	4.42606	0.183478
parg(3of3)	2734	2572.92	9	0.458059
pcdh7(2of2)	7997	7835.92	27.2155	0.454812
mapk10	5696	5534.92	41.2598	0.97616
psmg4	604	445.139	447	131.498
mid1ip1(4of4)	2659	2497.92	25.5609	1.33999
plbd2	1920	1758.92	290	21.5902
gpr158(1of2)	6421	6259.92	126.742	2.65128
hist1h4c(5of12)	1266	1104.92	19.1368	2.26799
clec3b(1of2)	1201	1039.92	3	0.377768
crtc3	5270	5108.92	193	4.9469
ccdc53	2397	2235.92	197.678	11.5773
sike1	1797	1635.92	98	7.84456
donson	2615	2453.92	22.7333	1.21313
bora	2268	2106.92	11	0.683675
dido1(2of2)	11079	10917.9	833	9.99103
