target_id	length	eff_length	est_counts	tpm
col11a2	1086	953.009	95	7.94496
runx2(2of2)	837	704.173	0	0
gtf2ird2(3of3)	574	441.524	3	0.541542
mt_nd4	1381	1248.01	21916.9	1399.67
mt_co1	1545	1412.01	74088.5	4181.94
hoxb9(2of2)	827	694.173	396	45.4666
mt_nd2	1036	903.009	8552	754.816
mt_cyb	1137	1004.01	23452	1861.69
mt_nd1	975	842.094	9584	907.093
sox11(2of2)	1139	1006.01	15	1.18838
mt_co2	691	558.238	22885	3267.36
mt_nd5	1842	1709.01	11165.5	520.715
zmym1(14of14)	1113	980.009	0	0
sphk1(2of3)	500	368.111	4	0.866058
smdt1(2of2)	762	629.238	1299	164.535
smc6(2of2)	699	566.238	0	0
sebox(2of2)	714	581.238	0	0
rpl38	332	207.215	10289	3957.47
ppp1r3a(4of4)	255	141.079	753	425.4
poln	753	620.238	26	3.34103
pla2r1(3of3)	765	632.238	3	0.378186
pde4d(3of3)	1495	1362.01	15	0.877762
pcsk7(2of2)	317	193.837	0	0
nlrc3(24of24)	662	529.238	0	0
necab1(4of4)	232	122.357	22	14.3304
mt_nd6	519	386.848	3481	717.181
mt_nd4l	297	176.368	1169	528.274
mt_nd3	349	222.696	881	315.303
mt_co3	784	651.173	23248	2845.47
mt_atp8	168	75.1416	654	693.686
mt_atp6	683	550.238	9124	1321.6
mfap4(4of4)	611	478.386	0	0
klhl38(2of2)	1450	1317.01	11	0.665686
ins	573	440.524	12	2.17109
hoxa2b	627	494.288	48	7.73974
gtf2ird2(2of3)	890	757.173	25	2.63154
fzd3(4of4)	369	241.496	34	11.2211
fgfbp1(3of3)	1392	1259.01	12	0.759657
fgf11(2of2)	483	351.218	0	0
elovl4(6of6)	471	339.461	0	0
deptor(3of3)	384	255.39	0	0
cdkn1c(2of2)	213	107.908	6	4.43164
adh5(4of4)	1537	1404.01	7	0.397368
a2ml1(4of4)	1662	1529.01	0	0
glipr2(2of2)	687	554.238	76	10.9291
pax6(4of4)	1522	1389.01	0	0
fgf22	3384	3251.01	0	0
cdk14(3of3)	461	329.628	1	0.241791
ccni2	2524	2391.01	3961.04	132.036
polq	5318	5185.01	104	1.59863
fgf12(2of2)	4868	4735.01	169.157	2.84731
vps52	3162	3029.01	438	11.5249
rps29	345	218.967	3818	1389.7
cfap46(1of2)	3396	3263.01	164	4.00582
sash1(2of2)	7689	7556.01	824.709	8.69908
pla2g1b(3of3)	2329	2196.01	5	0.181468
krt222	2245	2112.01	7	0.26416
pdp1(3of3)	2695	2562.01	0	0
mtus2(2of2)	2679	2546.01	23	0.720001
mtf2(2of2)	2345	2212.01	1590.74	57.3162
lin37	1710	1577.01	911	46.0415
cfap46(2of2)	2985	2852.01	14	0.391239
phf14	3730	3597.01	1871	41.457
chd3(2of2)	8348	8215.01	40	0.388076
slc7a3	4392	4259.01	221	4.1357
nkx1_2	988	855.009	0	0
ghsr(4of4)	2292	2159.01	5.05884	0.186751
cdhr5(3of3)	3497	3364.01	53.296	1.26271
kdm2a(3of3)	3877	3744.01	173.071	3.68427
fgf20(2of2)	1818	1685.01	22	1.0406
fgf4	924	791.173	0	0
cdh23(2of3)	6397	6264.01	35	0.445329
cdh23(3of3)	5108	4975.01	0	0
ppp2r2b	3395	3262.01	262	6.4015
kdm6b(2of2)	8093	7960.01	1788	17.9027
sphk1(3of3)	4203	4070.01	121.955	2.38819
sirt1	2233	2100.01	18	0.683151
fgf3	1999	1866.01	38	1.62306
rps11	604	471.434	16806	2841.25
myo19	3063	2930.01	14	0.380824
fgf17	720	587.238	62	8.41478
rpl13	948	815.094	26124	2554.45
lect1(2of2)	1771	1638.01	0	0
rnaseh2a(1of2)	879	746.173	119	12.7108
rnaseh2a(2of2)	1087	954.009	251.583	21.0182
rpl32	525	392.848	22823	4630.35
creb1(5of5)	1396	1263.01	19	1.19898
prkab1(2of2)	1730	1597.01	2412	120.375
slc1a2(3of3)	3930	3797.01	11	0.230896
gabrb3(3of3)	1853	1720.01	3	0.139013
c12orf65	699	566.238	394	55.4578
setd1b(3of3)	7551	7418.01	378.252	4.06405
prdm2(2of2)	6595	6462.01	933.088	11.5085
hoxa7	996	863.009	541.343	49.9945
trpc7(1of2)	3233	3100.01	9	0.23139
xcr1(2of4)	1090	957.009	0	0
cep112	3057	2924.01	100	2.72575
idh2(2of2)	1777	1644.01	677	32.8208
grb7	2726	2593.01	191	5.87076
ttc30a1	1814	1681.01	111	5.26282
ppp1r13b(1of2)	4651	4518.01	452	7.97364
bcl9l(1of2)	5353	5220.01	79.8759	1.21958
hipk2(5of6)	4244	4111.01	8	0.155098
bloc1s4	1673	1540.01	360	18.6314
bphl	1251	1118.01	347	24.7371
fam184a(1of2)	4461	4328.01	24.1633	0.444973
zfp330	1254	1121.01	482	34.2691
gfra1(5of7)	2172	2039.01	6	0.234529
st6galnac6	2249	2116.01	949.923	35.7797
chrnb1(2of2)	2987	2854.01	174	4.85914
cldn19(2of4)	1795	1662.01	0	0
pnp(3of5)	1943	1810.01	42	1.84941
cops4	1687	1554.01	3372	172.942
LOC107372748	1209	1076.01	623	46.1464
gale	1368	1235.01	1064	68.6652
lcp2(1of2)	1717	1584.01	50	2.51581
acaa2	1760	1627.01	181	8.86653
exosc9	1497	1364.01	417	24.366
wdr73	2271	2138.01	159	5.92725
chrna4	2777	2644.01	24.0913	0.72621
prpf39(1of2)	3001	2868.01	2229	61.9434
zcchc8	2425	2292.01	425	14.7788
anapc15	1978	1845.01	106	4.57902
csf1r(2of2)	4048	3915.01	6	0.122147
capsl	951	818.094	33	3.21496
rpusd4	1375	1242.01	952	61.091
hist1h1b(1of6)	1338	1205.01	19.4457	1.28617
tmem100(1of2)	1399	1266.01	22	1.385
trerf1(1of2)	1993	1860.01	0	0
msh6	5452	5319.01	359.843	5.39198
znf235(31of148)	2101	1968.01	157.372	6.37331
fam83h(1of2)	7544	7411.01	517	5.56005
