target_id	length	eff_length	est_counts	tpm
col11a2	1086	904.202	110	9.20103
runx2(2of2)	837	655.202	0	0
gtf2ird2(3of3)	574	393.373	0	0
mt_nd4	1381	1199.2	1255	79.1518
mt_co1	1545	1363.2	41116	2281.18
hoxb9(2of2)	827	645.202	67	7.85395
mt_nd2	1036	854.202	80	7.08335
mt_cyb	1137	955.202	842.681	66.7232
mt_nd1	975	793.202	217	20.6912
sox11(2of2)	1139	957.202	9.17662	0.725084
mt_co2	691	509.585	5885.95	873.592
mt_nd5	1842	1660.2	597	27.1971
zmym1(14of14)	1113	931.202	1	0.0812204
sphk1(2of3)	500	321.663	4	0.940521
smdt1(2of2)	762	580.266	155	20.2029
smc6(2of2)	699	517.534	0	0
sebox(2of2)	714	532.43	0	0
rpl38	332	165.318	7028	3215.3
ppp1r3a(4of4)	255	102.631	306	225.504
poln	753	571.266	0	0
pla2r1(3of3)	765	583.266	7	0.907697
pde4d(3of3)	1495	1313.2	25	1.43985
pcsk7(2of2)	317	152.339	0	0
nlrc3(24of24)	662	480.784	0	0
necab1(4of4)	232	85.8293	16	14.0992
mt_nd6	519	339.898	988	219.846
mt_nd4l	297	135.747	805	448.513
mt_nd3	349	180.277	37	15.5228
mt_co3	784	602.266	2548	319.978
mt_atp8	168	45.6852	5	8.27758
mt_atp6	683	501.636	198	29.8529
mfap4(4of4)	611	429.919	0	0
klhl38(2of2)	1450	1268.2	19	1.13312
ins	573	392.373	2	0.385514
hoxa2b	627	445.876	35	5.93695
gtf2ird2(2of3)	890	708.202	97	10.3591
fzd3(4of4)	369	197.727	18	6.88519
fgfbp1(3of3)	1392	1210.2	12	0.74995
fgf11(2of2)	483	305.231	0	0
elovl4(6of6)	471	293.533	0	0
deptor(3of3)	384	211.279	0	0
cdkn1c(2of2)	213	72.8494	9	9.34384
adh5(4of4)	1537	1355.2	25	1.39523
a2ml1(4of4)	1662	1480.2	1	0.0510962
glipr2(2of2)	687	505.585	33	4.93661
pax6(4of4)	1522	1340.2	11	0.620771
fgf22	3384	3202.2	0	0
cdk14(3of3)	461	284.059	1	0.266257
ccni2	2524	2342.2	960.77	31.0245
polq	5318	5136.2	173	2.54749
fgf12(2of2)	4868	4686.2	648.337	10.4638
vps52	3162	2980.2	946	24.0079
rps29	345	176.766	10665	4563.23
cfap46(1of2)	3396	3214.2	27.1668	0.639257
sash1(2of2)	7689	7507.2	502	5.05749
pla2g1b(3of3)	2329	2147.2	0	0
krt222	2245	2063.2	34	1.24637
pdp1(3of3)	2695	2513.2	0	0
mtus2(2of2)	2679	2497.2	8	0.242296
mtf2(2of2)	2345	2163.2	574.612	20.0903
lin37	1710	1528.2	576	28.507
cfap46(2of2)	2985	2803.2	77.8332	2.1
phf14	3730	3548.2	1610	34.3184
chd3(2of2)	8348	8166.2	27	0.250065
slc7a3	4392	4210.2	150	2.69462
nkx1_2	988	806.202	1	0.0938135
ghsr(4of4)	2292	2110.2	5	0.179207
cdhr5(3of3)	3497	3315.2	26.3718	0.601644
kdm2a(3of3)	3877	3695.2	620.433	12.6989
fgf20(2of2)	1818	1636.2	21	0.970715
fgf4	924	742.202	0	0
cdh23(2of3)	6397	6215.2	88	1.07087
cdh23(3of3)	5108	4926.2	20	0.307063
ppp2r2b	3395	3213.2	168	3.9544
kdm6b(2of2)	8093	7911.2	1467	14.0248
sphk1(3of3)	4203	4021.2	65.7504	1.23666
sirt1	2233	2051.2	145	5.34649
fgf3	1999	1817.2	10	0.416204
rps11	604	423.047	25116	4490.26
myo19	3063	2881.2	22	0.577508
fgf17	720	538.376	21	2.95014
rpl13	948	766.202	50575	4992.31
lect1(2of2)	1771	1589.2	0	0
rnaseh2a(1of2)	879	697.202	109	11.8243
rnaseh2a(2of2)	1087	905.202	137.727	11.5075
rpl32	525	345.692	23003	5032.74
creb1(5of5)	1396	1214.2	112	6.97648
prkab1(2of2)	1730	1548.2	2143	104.69
