target_id	length	eff_length	est_counts	tpm
col11a2	1086	842.24	506	30.3488
runx2(2of2)	837	593.314	4	0.340567
gtf2ird2(3of3)	574	333.356	6	0.909221
mt_nd4	1381	1137.24	2754	122.332
mt_co1	1545	1301.24	89981	3493.17
hoxb9(2of2)	827	583.314	131	11.3448
mt_nd2	1036	792.24	184	11.7324
mt_cyb	1137	893.24	1921.91	108.69
mt_nd1	975	731.314	341	23.5547
sox11(2of2)	1139	895.24	30	1.69281
mt_co2	691	448.106	20696	2333.09
mt_nd5	1842	1598.24	902	28.5096
zmym1(14of14)	1113	869.24	0	0
sphk1(2of3)	500	263.251	23	4.41351
smdt1(2of2)	762	518.584	144	14.0272
smc6(2of2)	699	455.971	0	0
sebox(2of2)	714	470.878	0	0
rpl38	332	119.395	6133	2594.85
ppp1r3a(4of4)	255	68.9408	503	368.569
poln	753	509.584	3	0.297394
pla2r1(3of3)	765	521.532	3	0.290581
pde4d(3of3)	1495	1251.24	24	0.968941
pcsk7(2of2)	317	108.531	0	0
nlrc3(24of24)	662	419.534	0	0
necab1(4of4)	232	57.0034	4	3.54475
mt_nd6	519	280.708	1011	181.938
mt_nd4l	297	95.0827	2496	1326.08
mt_nd3	349	132.226	149	56.9239
mt_co3	784	540.427	5708	533.548
mt_atp8	168	32.0141	3	4.73376
mt_atp6	683	440.15	361	41.4317
mfap4(4of4)	611	369.467	0	0
klhl38(2of2)	1450	1206.24	136	5.6955
ins	573	332.356	13	1.97591
hoxa2b	627	385.012	32	4.19858
gtf2ird2(2of3)	890	646.314	101	7.89414
fzd3(4of4)	369	147.793	34	11.6212
fgfbp1(3of3)	1392	1148.24	35	1.53979
fgf11(2of2)	483	247.554	0	0
elovl4(6of6)	471	236.396	0	0
deptor(3of3)	384	160.192	2	0.630689
cdkn1c(2of2)	213	48.9436	32	33.0279
adh5(4of4)	1537	1293.24	25	0.976535
a2ml1(4of4)	1662	1418.24	0	0
glipr2(2of2)	687	444.106	63	7.16606
pax6(4of4)	1522	1278.24	10	0.395198
fgf22	3384	3140.24	2	0.0321732
cdk14(3of3)	461	227.227	4	0.889255
ccni2	2524	2280.24	1508.44	33.4176
polq	5318	5074.24	123	1.22451
fgf12(2of2)	4868	4624.24	720.826	7.87439
vps52	3162	2918.24	922	15.9601
rps29	345	129.153	16076	6287.82
cfap46(1of2)	3396	3152.24	106.595	1.70822
sash1(2of2)	7689	7445.24	710	4.81733
pla2g1b(3of3)	2329	2085.24	4	0.0969016
krt222	2245	2001.24	65.1717	1.64508
pdp1(3of3)	2695	2451.24	0	0
