target_id	length	eff_length	est_counts	tpm
col11a2	1086	873.709	275	21.2134
runx2(2of2)	837	624.968	0	0
gtf2ird2(3of3)	574	363.313	0	0
mt_nd4	1381	1168.71	1243	71.6819
mt_co1	1545	1332.71	45950	2323.78
hoxb9(2of2)	827	614.968	80	8.76764
mt_nd2	1036	823.709	53	4.33658
mt_cyb	1137	924.709	796.742	58.0708
mt_nd1	975	762.709	175	15.4641
sox11(2of2)	1139	926.709	9	0.654552
mt_co2	691	479.194	9399.99	1322.09
mt_nd5	1842	1629.71	443	18.3206
zmym1(14of14)	1113	900.709	0	0
sphk1(2of3)	500	291.316	12	2.77627
smdt1(2of2)	762	550.139	101	12.3735
smc6(2of2)	699	487.194	0	0
sebox(2of2)	714	502.194	2	0.268413
rpl38	332	139.16	4955	2399.79
ppp1r3a(4of4)	255	80.7843	467	389.614
poln	753	541.194	3	0.373606
pla2r1(3of3)	765	553.139	1	0.121846
pde4d(3of3)	1495	1282.71	17	0.893235
pcsk7(2of2)	317	127.167	0	0
nlrc3(24of24)	662	450.335	0	0
necab1(4of4)	232	66.1434	1	1.01896
mt_nd6	519	309.62	422	91.8604
mt_nd4l	297	111.448	936	566.041
mt_nd3	349	153.054	68	29.944
mt_co3	784	572.026	3156	371.849
mt_atp8	168	33.3513	5	10.1042
mt_atp6	683	471.289	158	22.5951
mfap4(4of4)	611	399.671	0	0
klhl38(2of2)	1450	1237.71	68	3.70284
ins	573	362.349	4	0.744008
hoxa2b	627	415.548	27	4.37913
gtf2ird2(2of3)	890	677.709	85	8.45319
fzd3(4of4)	369	169.947	19	7.53503
fgfbp1(3of3)	1392	1179.71	32	1.82818
fgf11(2of2)	483	275.001	5	1.22541
elovl4(6of6)	471	263.655	0	0
deptor(3of3)	384	183.341	2	0.735218
cdkn1c(2of2)	213	54.918	5	6.13621
adh5(4of4)	1537	1324.71	13	0.661406
a2ml1(4of4)	1662	1449.71	0	0
glipr2(2of2)	687	475.242	65	9.21815
pax6(4of4)	1522	1309.71	2	0.10292
fgf22	3384	3171.71	0	0
cdk14(3of3)	461	254.336	2	0.529989
ccni2	2524	2311.71	1023.22	29.832
polq	5318	5105.71	137	1.80846
fgf12(2of2)	4868	4655.71	605.927	8.77162
vps52	3162	2949.71	752	17.1824
rps29	345	149.624	13328	6003.57
cfap46(1of2)	3396	3183.71	57.5372	1.21804
sash1(2of2)	7689	7476.71	626.008	5.64306
pla2g1b(3of3)	2329	2116.71	0	0
krt222	2245	2032.71	35.7985	1.18696
pdp1(3of3)	2695	2482.71	0	0
mtus2(2of2)	2679	2466.71	20	0.546458
mtf2(2of2)	2345	2132.71	558.631	17.6538
lin37	1710	1497.71	470	21.1502
cfap46(2of2)	2985	2772.71	136.463	3.31707
phf14	3730	3517.71	1541	29.5249
chd3(2of2)	8348	8135.71	15	0.124263
slc7a3	4392	4179.71	163	2.62837
nkx1_2	988	775.709	7	0.608197
ghsr(4of4)	2292	2079.71	1	0.0324073
cdhr5(3of3)	3497	3284.71	66.0148	1.35453
kdm2a(3of3)	3877	3664.71	327.286	6.01913
fgf20(2of2)	1818	1605.71	83	3.48382
fgf4	924	711.709	0	0
cdh23(2of3)	6397	6184.71	214	2.33206
cdh23(3of3)	5108	4895.71	14	0.192734
ppp2r2b	3395	3182.71	191	4.04466
kdm6b(2of2)	8093	7880.71	1337	11.4343
sphk1(3of3)	4203	3990.71	52.4145	0.88521
sirt1	2233	2020.71	119	3.96907
fgf3	1999	1786.71	43	1.62203
rps11	604	392.75	30247	5190.52
myo19	3063	2850.71	2	0.0472849
fgf17	720	508.194	86	11.4055
rpl13	948	735.709	44018	4032.45
lect1(2of2)	1771	1558.71	3	0.129718
rnaseh2a(1of2)	879	666.777	44	4.44751
rnaseh2a(2of2)	1087	874.709	82.5304	6.35909
rpl32	525	315.305	21078	4505.51
creb1(5of5)	1396	1183.71	145	8.25597
prkab1(2of2)	1730	1517.71	2647	117.547
slc1a2(3of3)	3930	3717.71	79	1.43218
gabrb3(3of3)	1853	1640.71	0	0
c12orf65	699	487.194	98	13.5572
setd1b(3of3)	7551	7338.71	353	3.2419
prdm2(2of2)	6595	6382.71	707	7.46551
hoxa7	996	783.709	200	17.1997
trpc7(1of2)	3233	3020.71	15	0.334678
xcr1(2of4)	1090	877.709	0	0
cep112	3057	2844.71	203	4.80954
idh2(2of2)	1777	1564.71	1182	50.913
grb7	2726	2513.71	149	3.995
ttc30a1	1814	1601.71	76	3.19797
ppp1r13b(1of2)	4651	4438.71	486	7.37946
bcl9l(1of2)	5353	5140.71	274.243	3.59549
hipk2(5of6)	4244	4031.71	5	0.0835845
bloc1s4	1673	1460.71	277	12.7809
bphl	1251	1038.71	54	3.50385
fam184a(1of2)	4461	4248.71	198	3.14089
zfp330	1254	1041.71	384	24.8445
gfra1(5of7)	2172	1959.71	20	0.687834
st6galnac6	2249	2036.71	597	19.7556
chrnb1(2of2)	2987	2774.71	195	4.73655
cldn19(2of4)	1795	1582.71	0	0
pnp(3of5)	1943	1730.71	8	0.311538
cops4	1687	1474.71	791	36.1506
LOC107372748	1209	996.709	989	66.8764
gale	1368	1155.71	234	13.6462
lcp2(1of2)	1717	1504.71	27	1.20936
acaa2	1760	1547.71	617	26.8683
exosc9	1497	1284.71	505	26.493
wdr73	2271	2058.71	225	7.36602
chrna4	2777	2564.71	13.3024	0.349571
prpf39(1of2)	3001	2788.71	1599	38.6447
zcchc8	2425	2212.71	289	8.80276
anapc15	1978	1765.71	113	4.31325
csf1r(2of2)	4048	3835.71	120	2.10853
capsl	951	738.709	51	4.65309
rpusd4	1375	1162.71	80	4.63729
hist1h1b(1of6)	1338	1125.71	2900.91	173.681
tmem100(1of2)	1399	1186.71	125	7.09922
trerf1(1of2)	1993	1780.71	0	0
msh6	5452	5239.71	204	2.62403
znf235(31of148)	2101	1888.71	129.311	4.6144
fam83h(1of2)	7544	7331.71	707	6.49919
pcdh1(2of2)	4943	4730.71	13	0.185209
lsamp	1957	1744.71	76.673	2.96186
huwe1	14690	14477.7	7726	35.9666
tapbp	1820	1607.71	21	0.880353
ccdc90b	1162	949.709	345	24.4835
txn2	931	718.709	203	19.0365
LOC107396618	1471	1258.71	0	0
zscan22(1of6)	1284	1071.71	638.768	40.1709
tmem229a	3057	2844.71	26	0.616
tnfaip8l3	1407	1194.71	4	0.225654
trim33(2of2)	4263	4050.71	672	11.1811
tnmd	1121	908.709	46	3.41176
sgms2(1of2)	1664	1451.71	24	1.11423
c11orf31	669	457.289	28	4.12679
