target_id	length	eff_length	est_counts	tpm
col11a2	1086	858.479	258	13.1038
runx2(2of2)	837	609.479	0	0
gtf2ird2(3of3)	574	348.497	0	0
mt_nd4	1381	1153.48	1894	71.594
mt_co1	1545	1317.48	69582	2302.82
hoxb9(2of2)	827	599.479	170	12.3646
mt_nd2	1036	808.479	178	9.5997
mt_cyb	1137	909.479	1480.92	70.9979
mt_nd1	975	747.479	298	17.3829
sox11(2of2)	1139	911.479	14	0.669711
mt_co2	691	463.791	14487	1361.95
mt_nd5	1842	1614.48	783	21.1464
zmym1(14of14)	1113	885.479	6	0.295447
sphk1(2of3)	500	277.367	14	2.2008
smdt1(2of2)	762	534.594	213	17.3725
smc6(2of2)	699	471.744	3	0.277282
sebox(2of2)	714	486.744	0	0
rpl38	332	128.781	7593	2570.8
ppp1r3a(4of4)	255	74.0705	804	473.279
poln	753	525.594	0	0
pla2r1(3of3)	765	537.594	7	0.56774
pde4d(3of3)	1495	1267.48	14	0.481608
pcsk7(2of2)	317	117.152	0	0
nlrc3(24of24)	662	435.103	0	0
necab1(4of4)	232	60.3386	11	7.94884
mt_nd6	519	295.272	846	124.926
mt_nd4l	297	102.037	2020	863.175
mt_nd3	349	142.275	108	33.0979
mt_co3	784	556.539	4590	359.603
mt_atp8	168	31.0972	13	18.2275
mt_atp6	683	455.791	228	21.811
mfap4(4of4)	611	384.871	0	0
klhl38(2of2)	1450	1222.48	117	4.17302
ins	573	347.497	22	2.76044
hoxa2b	627	400.597	31	3.37412
gtf2ird2(2of3)	890	662.479	120	7.89797
fzd3(4of4)	369	158.781	22	6.04131
fgfbp1(3of3)	1392	1164.48	35	1.31052
fgf11(2of2)	483	261.432	0	0
elovl4(6of6)	471	249.927	1	0.174459
deptor(3of3)	384	171.665	0	0
cdkn1c(2of2)	213	49.9367	16	13.9703
adh5(4of4)	1537	1309.48	34	1.1321
a2ml1(4of4)	1662	1434.48	1	0.0303957
glipr2(2of2)	687	459.791	54	5.12082
pax6(4of4)	1522	1294.48	8	0.269464
fgf22	3384	3156.48	0	0
cdk14(3of3)	461	240.577	5	0.906197
ccni2	2524	2296.48	1488.02	28.2522
polq	5318	5090.48	180	1.54177
fgf12(2of2)	4868	4640.48	803.877	7.55324
vps52	3162	2934.48	1257	18.6771
rps29	345	139.147	21139	6623.94
cfap46(1of2)	3396	3168.48	51.8499	0.713516
sash1(2of2)	7689	7461.48	781.001	4.56387
pla2g1b(3of3)	2329	2101.48	0	0
krt222	2245	2017.48	53	1.14544
pdp1(3of3)	2695	2467.48	0	0
mtus2(2of2)	2679	2451.48	35	0.62251
mtf2(2of2)	2345	2117.48	871.761	17.9508
lin37	1710	1482.48	827	24.3233
cfap46(2of2)	2985	2757.48	114.15	1.80497
phf14	3730	3502.48	2507	31.2094
chd3(2of2)	8348	8120.48	42	0.225514
slc7a3	4392	4164.48	274	2.86877
nkx1_2	988	760.479	0	0
ghsr(4of4)	2292	2064.48	0	0
cdhr5(3of3)	3497	3269.48	70.1611	0.935673
kdm2a(3of3)	3877	3649.48	504.769	6.0307
fgf20(2of2)	1818	1590.48	97	2.65919
fgf4	924	696.479	0	0
cdh23(2of3)	6397	6169.48	303	2.14141
cdh23(3of3)	5108	4880.48	29	0.259085
ppp2r2b	3395	3167.48	350	4.81793
kdm6b(2of2)	8093	7865.48	1932	10.71
sphk1(3of3)	4203	3975.48	121.753	1.33536
sirt1	2233	2005.48	180	3.91346
fgf3	1999	1771.48	73	1.79677
rps11	604	378.025	38569	4448.6
myo19	3063	2835.48	15	0.230659
fgf17	720	492.744	65	5.75173
rpl13	948	720.479	62153	3761.38
lect1(2of2)	1771	1543.48	0	0
rnaseh2a(1of2)	879	651.479	69	4.61801
rnaseh2a(2of2)	1087	859.479	133.976	6.79668
rpl32	525	300.941	33617	4870.61
creb1(5of5)	1396	1168.48	224	8.3586
prkab1(2of2)	1730	1502.48	3524	102.267
slc1a2(3of3)	3930	3702.48	61	0.718362
gabrb3(3of3)	1853	1625.48	0	0
c12orf65	699	471.744	176	16.2672
setd1b(3of3)	7551	7323.48	406.043	2.41747
prdm2(2of2)	6595	6367.48	1274	8.72385
hoxa7	996	768.479	465.006	26.3835
trpc7(1of2)	3233	3005.48	12	0.17409
xcr1(2of4)	1090	862.479	2	0.101108
cep112	3057	2829.48	240	3.69838
idh2(2of2)	1777	1549.48	3323	93.5085
grb7	2726	2498.48	206	3.59499
ttc30a1	1814	1586.48	160	4.39736
ppp1r13b(1of2)	4651	4423.48	642	6.32816
bcl9l(1of2)	5353	5125.48	465.028	3.95595
hipk2(5of6)	4244	4016.48	2	0.0217115
bloc1s4	1673	1445.48	415	12.5182
bphl	1251	1023.48	100	4.26017
fam184a(1of2)	4461	4233.48	294.252	3.0306
zfp330	1254	1026.48	651	27.6527
gfra1(5of7)	2172	1944.48	62	1.39026
st6galnac6	2249	2021.48	1002	21.6125
chrnb1(2of2)	2987	2759.48	176	2.78094
cldn19(2of4)	1795	1567.48	0	0
pnp(3of5)	1943	1715.48	13	0.330418
cops4	1687	1459.48	1140	34.0575
LOC107372748	1209	981.479	1522	67.6145
gale	1368	1140.48	415	15.866
lcp2(1of2)	1717	1489.48	33	0.966019
acaa2	1760	1532.48	767	21.8226
exosc9	1497	1269.48	1318	45.2685
wdr73	2271	2043.48	415	8.85491
chrna4	2777	2549.48	10.426	0.178309
prpf39(1of2)	3001	2773.48	2026	31.8508
zcchc8	2425	2197.48	254	5.03982
anapc15	1978	1750.48	195	4.85718
csf1r(2of2)	4048	3820.48	156	1.78038
capsl	951	723.479	50	3.01335
rpusd4	1375	1147.48	177	6.72566
hist1h1b(1of6)	1338	1110.48	2679.65	105.214
tmem100(1of2)	1399	1171.48	276	10.2726
trerf1(1of2)	1993	1765.48	1	0.024697
msh6	5452	5224.48	318	2.65394
znf235(31of148)	2101	1873.48	201.986	4.70088
fam83h(1of2)	7544	7316.48	740	4.40997
pcdh1(2of2)	4943	4715.48	19.0005	0.17569
lsamp	1957	1729.48	141.939	3.57844
huwe1	14690	14462.5	10221	30.8146
tapbp	1820	1592.48	17	0.465459
ccdc90b	1162	934.479	625	29.162
txn2	931	703.479	712	44.1301
LOC107396618	1471	1243.48	0	0
zscan22(1of6)	1284	1056.48	899.479	37.1224
tmem229a	3057	2829.48	33	0.508527
tnfaip8l3	1407	1179.48	10	0.369672
trim33(2of2)	4263	4035.48	1261	13.6247
tnmd	1121	893.479	26	1.26881
sgms2(1of2)	1664	1436.48	27	0.819541
c11orf31	669	442.015	44	4.34032
hspd1	2406	2178.48	6823	136.561
plaa	2629	2401.48	78	1.41619
cers5(2of2)	1769	1541.48	142	4.01659
cxorf21	3671	3443.48	57	0.721745
ier3ip1(1of2)	618	391.755	237	26.3779
htr3a(4of11)	1953	1725.48	2	0.050539
rnd2(2of2)	1666	1438.48	550	16.6711
lcmt2	2407	2179.48	329	6.58187
serpini1	1617	1389.48	496	15.5645
LOC107383633	1566	1338.48	0	0
csmd3(7of9)	3906	3678.48	629	7.4557
rab27b(2of2)	3663	3435.48	77	0.977259
jag2(2of2)	5861	5633.48	2212	17.1204
zbtb39	4003	3775.48	134	1.54753
brd7	2004	1776.48	285	6.99505
LOC107372370	2401	2173.48	469	9.40857
schip1(2of3)	1727	1499.48	12	0.348937
nqo1(2of6)	992	764.479	6.5085	0.371212
ppil3	1088	860.479	393	19.914
prr16(1of2)	2696	2468.48	18.0079	0.318082
LOC107395317	549	324.007	0	0
LOC107382444	1404	1176.48	0	0
fpgs	2926	2698.48	1052	16.9982
lrriq1	4375	4147.48	61	0.641286
cetn3	1119	891.479	301	14.7218
rab1a(3of3)	1747	1519.48	490	14.0607
c1orf112	3098	2870.48	57	0.865818
znf721(2of2)	2452	2224.48	568.556	11.1443
cdh18	3633	3405.48	12.0974	0.154888
runx1t1	5292	5064.48	292.054	2.5144
kiaa1324l(3of3)	4699	4471.48	252	2.45729
glrx2	1214	986.479	75	3.31497
irf8(2of2)	2087	1859.48	8	0.187588
ankrd63(2of2)	2030	1802.48	0	0
arhgap44(2of2)	4675	4447.48	64.0001	0.627442
nol10	2488	2260.48	369	7.11758
gipc1(2of2)	2508	2280.48	165.39	3.16221
nlrx1(1of2)	905	677.479	93	5.9854
scarb2(2of3)	3460	3232.48	3060	41.2755
atg9a(1of2)	6178	5950.48	898.001	6.58008
pvr(2of2)	2161	1933.48	68	1.53347
cadm2(1of3)	3162	2934.48	60	0.891511
mmadhc(2of2)	2764	2536.48	490	8.42308
ogdh(2of2)	4412	4184.48	1318	13.7335
ehbp1l1	8981	8753.48	403	2.00739
zdhhc8(3of3)	3023	2795.48	0	0
tra2b(1of2)	1477	1249.48	366	12.772
LOC107378154	1251	1023.48	0	0
myl1(1of2)	1209	981.479	1951	86.6727
plod1	3306	3078.48	2217	31.4004
ces1	2591	2363.48	198	3.65275
wfdc3(5of7)	678	450.882	5	0.483519
pnpla2(3of5)	2664	2436.48	1	0.0178955
camsap1(2of2)	5158	4930.48	565	4.9965
capn3(2of2)	4739	4511.48	49.1455	0.474976
laptm4b(2of2)	2346	2118.48	23	0.47338
rbm15b	3588	3360.48	345	4.47635
LOC107382835	3617	3389.48	277	3.56331
elp5	1145	917.479	1169	55.5552
ticrr	6238	6010.48	312	2.26335
tnip1(1of4)	1229	1001.48	75	3.26532
ackr4(2of2)	1470	1242.48	3	0.105278
rps18	921	693.479	23060	1449.88
tmem151b(3of3)	3160	2932.48	0	0
otop1	3578	3350.48	4	0.0520546
cxcl1(2of2)	1001	773.479	0	0
nccrp1	1296	1068.48	5487	223.911
tmem208	1305	1077.48	162	6.5556
msantd1	1581	1353.48	32	1.03087
wdr4	1701	1473.48	3121	92.3541
prokr2(1of2)	1919	1691.48	1	0.0257774
moxd2	3023	2795.48	30	0.46792
gabrr2(3of3)	1896	1668.48	32	0.836249
zkscan2(1of2)	1067	839.479	760.874	39.5193
zscan22(2of6)	2833	2605.48	607.975	10.1743
ttc16	1965	1737.48	101	2.53459
cd2ap	3134	2906.48	533	7.99588
ptprj	7223	6995.48	389	2.42459
rag2	2279	2051.48	1	0.0212539
ppp2r2d	2875	2647.48	956	15.7446
snai2(3of3)	1100	872.479	404	20.1898
slc48a1(1of2)	1753	1525.48	252.156	7.20724
utp20	8888	8660.48	1830	9.21331
camkk2	2992	2764.48	433	6.82937
rmdn2	5154	4926.48	405	3.58447
bbs7	3146	2918.48	260	3.88439
actr2(2of2)	2492	2264.48	1522	29.3057
tk1	1244	1016.48	36	1.54422
pfkp(2of2)	3184	2956.48	18	0.265463
gipc1(1of2)	1967	1739.48	409	10.252
zbtb26	2058	1830.48	576	13.7203
tnk2(2of3)	5143	4915.48	70	0.620924
igfals	2232	2004.48	6	0.130514
lztr1(2of2)	1534	1306.48	488	16.2863
notch1(3of3)	3213	2985.48	152	2.21991
heatr5b	6475	6247.48	1157	8.07486
fgfr3	6577	6349.48	1055	7.2447
add3(2of2)	4617	4389.48	2925.06	29.0555
rims1(2of2)	3313	3085.48	51.939	0.733969
dcbld2(1of2)	3266	3038.48	639	9.16961
tecpr2(4of4)	1711	1483.48	27	0.793576
myo7a(2of8)	1863	1635.48	26	0.693162
usf2(1of2)	3363	3135.48	2570	35.7384
pcdhb16(3of3)	3320	3092.48	64.6377	0.91135
parg(3of3)	2734	2506.48	21	0.36531
pcdh7(2of2)	7997	7769.48	315.253	1.76919
mapk10	5696	5468.48	150	1.196
psmg4	604	378.025	511	58.9395
mid1ip1(4of4)	2659	2431.48	44	0.789021
plbd2	1920	1692.48	543	13.9889
gpr158(1of2)	6421	6193.48	42.8519	0.301676
hist1h4c(5of12)	1266	1038.48	788.861	33.1214
clec3b(1of2)	1201	973.479	1	0.0447899
crtc3	5270	5042.48	353	3.05237
ccdc53	2397	2169.48	329	6.61221
sike1	1797	1569.48	1018	28.2812
donson	2615	2387.48	15	0.273942
bora	2268	2040.48	2	0.042737
dido1(2of2)	11079	10851.5	2960	11.8935
nrg2(3of3)	2417	2189.48	25	0.497858
prodh2	1767	1539.48	5.76348	0.163236
zbtb21	4560	4332.48	283	2.84811
heatr6	3972	3744.48	182.079	2.12018
gabrr2(1of3)	2244	2016.48	0	0
mcoln2	3761	3533.48	21	0.259133
prmt6	1270	1042.48	49	2.04944
ddx11	3418	3190.48	10	0.136663
cyp4f22	2111	1883.48	32.9792	0.763459
rnd1(2of2)	3201	2973.48	151.172	2.21672
khdrbs1(2of2)	2478	2250.48	11221	217.402
otud6b	1305	1077.48	242	9.79293
trmt2b(1of2)	1909	1681.48	169.572	4.39713
zfp503(1of2)	2627	2399.48	225	4.08857
kcnma1(1of2)	9013	8785.48	68	0.337481
zp3(7of19)	1223	995.479	0	0
pik3cd	4795	4567.48	0	0
capn5(2of4)	2604	2376.48	1	0.0183473
neb(3of7)	19120	18892.5	1342.3	3.09789
hipk2(1of6)	4761	4533.48	66	0.634773
rims2(4of4)	3902	3674.48	0	0
dnajc8	1696	1468.48	252	7.48237
smarca4(1of2)	6002	5774.48	37	0.27938
anp32e(1of2)	2611	2383.48	6440	117.81
gnl2	2589	2361.48	35113	648.321
c22orf23	825	597.479	2	0.145953
gstt2b(1of2)	907	679.479	0	0
slco3a1(3of3)	3126	2898.48	22.9317	0.344963
rpl8	856	628.479	66313	4600.6
rgs8(1of2)	1467	1239.48	36.3702	1.27942
chrm4(2of2)	1747	1519.48	0	0
prkrir(5of5)	8212	7984.48	5431	29.6578
gpr183(1of4)	1630	1402.48	0	0
c11orf88	638	411.355	7	0.741972
mef2c(2of3)	3384	3156.48	483	6.67191
gtpbp4	2660	2432.48	51216	918.043
arl5b(1of2)	1727	1499.48	1004	29.1944
haus4	1344	1116.48	121	4.72543
uqcrc1	1904	1676.48	582	15.1367
timm17a	1336	1108.48	872	34.3001
hsd17b3	1390	1162.48	0	0
tp63	2821	2593.48	93	1.56353
thap4(3of6)	968	740.479	45	2.64976
LOC107380904	3035	2807.48	149	2.31407
myo7a(5of8)	861	633.479	0	0
myh9(2of2)	6121	5893.48	5208.83	38.5367
lrrc27	1832	1604.48	22	0.597854
fam131b(1of2)	2342	2114.48	1	0.0206207
endod1(2of8)	2139	1911.48	201	4.58493
cryba1(4of4)	1021	793.479	0	0
gje1	1973	1745.48	48	1.19904
acvr2b(2of2)	2372	2144.48	168	3.41581
kalrn(1of2)	9818	9590.48	287.084	1.30519
fam8a1(2of2)	1551	1323.48	375	12.3544
shank2(3of3)	9403	9175.48	2	0.00950402
LOC107389169	3380	3152.48	68	0.940509
ubox5	1993	1765.48	493	12.1756
fam110b(1of2)	2784	2556.48	80	1.36444
sspo(4of4)	562	336.875	32	4.14178
crb1(3of4)	4274	4046.48	11	0.118528
syde2(1of2)	4051	3823.48	213	2.429
surf1	1107	879.479	176	8.72556
prrt1(1of2)	1875	1647.48	11	0.291125
eif2d	2095	1867.48	812	18.9586
ube2m(2of2)	1843	1615.48	187	5.04715
ube2q2(2of2)	3248	3020.48	3000	43.3064
znf112(5of5)	819	591.539	0	0
oxa1l	1748	1520.48	4068	116.656
zfp518a(2of2)	6780	6552.48	2518	16.7555
rapgef1(1of2)	3508	3280.48	15	0.19937
sept7(1of3)	2503	2275.48	1355	25.9641
LOC107389325	1164	936.479	8	0.372476
